,State,City,Metro,FIPS, Pop 2010 ,Cancer %,Asthma %,Heart Disease %,Pluminary Disease %,Mental Illness %,Poor Health %,Lat,Lon,ID,Lat_Metro,Lon_Metro,Avg Temp 1990,Avg Temp 2014,Pop_Metro_2015,CO2 1975,CO2 1990,CO2 2000,CO2 2012,PM2.5 2000,PM2.5 2005,PM 2.5 2010,PM2.5 2014,Heat Wave Index
211,,,Indianapolis ,,,,,,,,,,,,,,,,,,,,,,,,,
33,FL,Jacksonville,Jacksonville,1235000,821784,5.9,8.3,6.3,7.6,13.8,13.4,30.33198201,-81.67522662,595,30.30682272,-81.64771776,20.93350887,21.30102015,399012.6391,3054454.717,2636567.155,2554092.518,2287545.494,17.177,11.95464,9.509432,8.93149,13.30799961
58,MO,Kansas City,Kansas City,2938000,459787,5.7,10.3,6,7.3,14,13.8,39.1239414,-94.55412368,411,39.04474577,-94.60456837,13.13243341,13.43281627,1129297.081,10969156.01,10662255.98,11091909.98,9759863.326,13.9525,10.539414,9.119964,10.04349,28.08580017
50,NV,Las Vegas,Las Vegas,3240000,583756,5.8,8.7,6.7,7.3,14.7,14.4,36.22741484,-115.2626701,74,36.14443328,-115.1590734,17.36658621,18.81853867,2029109.785,8782883.734,8016613.482,12514573.87,10063187.87,7.81864,8.36398,7.028858,8.060525,9.283410072
51,NV,Henderson,Las Vegas,3231900,257729,6.6,8.2,6.2,6.4,12.6,12.1,36.01223949,-115.0373922,74,36.14443328,-115.1590734,17.36658621,18.81853867,2029109.785,8782883.734,8016613.482,12514573.87,10063187.87,7.81864,8.36398,7.028858,8.060525,9.283410072
52,NV,North Las Vegas,Las Vegas,3251800,216961,4.5,9.1,5.5,6.7,15.8,14.4,36.28919936,-115.0884961,74,36.14443328,-115.1590734,17.36658621,18.81853867,2029109.785,8782883.734,8016613.482,12514573.87,10063187.87,7.81864,8.36398,7.028858,8.060525,9.283410072
81,KY,Lexington,Lexington,2146027,295803,5.6,11.3,6.3,7.8,13.3,13,38.0423254,-84.45872596,665,38.02135026,-84.49377673,13.09833097,13.32968616,274818.889,1134917.266,991452.1068,1077477.014,971318.0472,16.42368,12.15664,9.753852,9.367155,33.91889954
87,NE,Lincoln,Lincoln,3128000,258379,5.7,8.3,4.7,4.8,10.7,8.7,40.80961957,-96.6806742,409,40.80322535,-96.67218054,11.03453803,11.40356755,237604.9881,1158576.481,1001557.023,1097872.126,978177.5938,13.19232,10.423658,9.464926,10.4534,11.73649979
3,CA,Los Angeles,Los Angeles,644000,3792621,4.9,8.5,4.9,5.3,12.9,12.8,34.11822779,-118.4085001,14,33.95381355,-117.9539253,16.86275053,17.60802174,14281719.8,161849832.2,142413298.3,140145811.4,112698520.4,19.35878,16.507,14.6612,16.4171,4.282859802
4,CA,Long Beach,Los Angeles,643000,462257,4.8,8.7,4.7,5.2,12.9,12.2,33.80601448,-118.1608941,14,33.95381355,-117.9539253,16.86275053,17.60802174,14281719.8,161849832.2,142413298.3,140145811.4,112698520.4,19.35878,16.507,14.6612,16.4171,4.282859802
5,CA,Anaheim,Los Angeles,602000,336265,4.7,8.4,4.9,5.2,12.3,12.5,33.8389077,-117.8576135,14,33.95381355,-117.9539253,16.86275053,17.60802174,14281719.8,161849832.2,142413298.3,140145811.4,112698520.4,19.35878,16.507,14.6612,16.4171,4.282859802
6,CA,Santa Ana,Los Angeles,669000,324528,3.7,8.9,5,5.4,14.5,14.9,33.73669484,-117.8818902,14,33.95381355,-117.9539253,16.86275053,17.60802174,14281719.8,161849832.2,142413298.3,140145811.4,112698520.4,19.35878,16.507,14.6612,16.4171,4.282859802
7,CA,Riverside,Los Angeles,662000,303871,4.7,8.8,4.9,5.2,13.1,12.2,33.93812517,-117.3948458,14,33.95381355,-117.9539253,16.86275053,17.60802174,14281719.8,161849832.2,142413298.3,140145811.4,112698520.4,19.35878,16.507,14.6612,16.4171,4.282859802
8,CA,Irvine,Los Angeles,636770,212375,4.7,7.3,3.4,3.3,9,7.7,33.67801089,-117.7736333,14,33.95381355,-117.9539253,16.86275053,17.60802174,14281719.8,161849832.2,142413298.3,140145811.4,112698520.4,19.35878,16.507,14.6612,16.4171,4.282859802
9,CA,San Bernardino,Los Angeles,665000,209924,4.4,10.7,6.2,7.3,16.6,16.6,34.13923228,-117.2952727,14,33.95381355,-117.9539253,16.86275053,17.60802174,14281719.8,161849832.2,142413298.3,140145811.4,112698520.4,19.35878,16.507,14.6612,16.4171,4.282859802
47,KY,Louisville,Louisville,2148006,597337,6.7,12.3,8.1,9.4,14.3,14.3,38.17776899,-85.66641,624,38.22451115,-85.69906478,13.91126442,14.05084062,750695.1643,9797368.711,11016360.46,12092911.14,7806175.499,18.41504,14.07794,11.65024,11.37785,25.57579994
92,TX,Lubbock,Lubbock,4845000,229573,5.2,9.2,5.5,5.7,13.1,11.8,33.56662512,-101.8863357,247,33.55313129,-101.8956147,15.66523099,16.68215704,206987.615,1200277.528,1042329.295,1046342.412,954943.4986,7.981408,6.478616,5.471234,5.813725,9.009750366
254,,,Lubbock ,,,,,,,,,,,,,,,,,,,,,,,,,
90,WI,Madison,Madison,5548000,233209,5.1,8.8,4.2,4.2,11.7,9,43.08098657,-89.39151063,637,43.07246513,-89.40886372,7.845272779,7.996521831,274981.5456,1673457.382,1517795.406,1525193.795,1330009.592,15.0561,11.34501,9.935864,10.64205,5.356130123
40,TN,Memphis,Memphis,4748000,646889,5.2,11.7,6.7,8.9,15.9,16.5,35.1046295,-89.97890609,443,35.08824019,-89.90631547,16.53145075,16.69794965,468149.0271,6154383.486,6591855.478,6911020.252,5546712.835,17.18102,12.33282,10.362976,10.97785,17.65940094
264,,,Merced ,,,,,,,,,,,39,37.31016576,-120.4772476,16.89811039,18.06275463,80014.16248,72009.01028,62459.08753,65692.49827,59739.39932,20.56336,15.36606,14.45006,18.8475,10.75739956
265,,,Merritt Island ,,,,,,,,,,,601,28.35058008,-80.72098237,23.05568218,23.51010466,67398.35466,331974.7136,243848.0669,239755.8381,245971.3553,15.27726,10.332852,8.291308,7.991045,19.64620018
66,FL,Miami,Miami,1245000,399457,5.3,7.4,7.6,7.1,13.1,15.5,25.7822959,-80.22156478,556,26.17958738,-80.2108039,24.69581079,25.10877228,5406570.288,48030898.04,38694484.36,42325304.19,36734236.44,11.560144,8.569354,6.611058,6.806995,12.73760033
67,FL,Hialeah,Miami,1230000,224669,5.6,7,8.6,7.3,13,17,25.86962695,-80.30452947,556,26.17958738,-80.2108039,24.69581079,25.10877228,5406570.288,48030898.04,38694484.36,42325304.19,36734236.44,11.560144,8.569354,6.611058,6.806995,12.73760033
267,,,Midland ,,,,,,,,,,,235,32.00658236,-102.1149142,17.81265831,18.87740421,93477.85139,105132.4807,93552.13594,100450.6461,118963.0266,9.13695,6.7832,5.87855,6.201125,14.4034996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,WI,Milwaukee,Milwaukee,5553000,594833,5,11,5.8,6.6,15.4,14,43.06412589,-87.96724124,675,43.03168731,-88.0110039,8.264240861,8.331288576,1101829.808,12783282.34,11042007.97,10216023.86,8473098.724,15.96854,11.73584,10.592492,11.08545,5.326300144
70,MN,Minneapolis,Minneapolis,2743000,382578,4.6,8.5,4,3.9,10.9,8.8,44.9635408,-93.26783453,554,44.99994671,-93.2301204,7.756552696,8.145532727,1733144.752,22368119.06,19309590.57,21111763.96,14874307.36,13.5509,11.309916,9.459566,10.163495,6.776239872
71,MN,St. Paul,Minneapolis,2758000,285068,5,8.5,4.7,4.4,11.3,10.2,44.94774026,-93.10399583,554,44.99994671,-93.2301204,7.756552696,8.145532727,1733144.752,22368119.06,19309590.57,21111763.96,14874307.36,13.5509,11.309916,9.459566,10.163495,6.776239872
269,,,Mobile ,,,,,,,,,,,423,30.69237653,-88.0936849,19.99606323,20.3120265,118578.6789,975305.7767,892904.7196,874731.4134,707524.2738,17.44976,13.17894,10.322632,10.41785,9.628219604
270,,,Modesto ,,,,,,,,,,,35,37.65057261,-120.9871322,16.54368782,17.77433062,297123.3391,663110.3705,524821.7512,600272.841,518501.9877,16.62856,13.05048,12.53532,15.23915,11.16409969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,AL,Montgomery,Montgomery,151000,205764,5.9,10.4,6.8,8.2,14.5,14.5,32.34726453,-86.26770596,482,32.36013413,-86.24918667,18.7232604,18.80465984,143898.0402,1169437.696,992769.4697,965123.3069,870672.1456,19.5089,14.81048,11.40764,11.3375,14.78829956
272,,,Moreno Valley ,,,,,,,,,,,45,33.92725586,-117.2411723,17.23491192,18.12471008,199002.5924,761814.2552,654945.944,719791.9826,623381.1147,15.12128,13.7583,12.08302,12.941,6.580649853
273,,,Muncie ,,,,,,,,,,,684,40.19708618,-85.3967937,10.59600735,10.47410226,58239.49432,78349.67084,66581.7077,61666.06628,57180.07669,17.88866,14.6531,12.15226,12.52195,6.604819775
274,,,Murfreesboro ,,,,,,,,,,,535,35.84681315,-86.38592526,14.93469238,15.30128336,78454.49407,122326.0819,110006.7967,143378.6293,134083.1498,18.74768,13.63324,11.07514,10.44165,29.35160065
275,,,Nampa ,,,,,,,,,,,166,43.57493409,-116.5663472,11.150141,12.25214934,82255.54019,141253.3336,127941.1289,196314.2469,180646.4484,9.217496,9.504774,8.422036,9.21689,6.715060234
276,,,Napa ,,,,,,,,,,,25,38.3087824,-122.3012615,14.24008513,15.37228203,74611.72537,46176.54422,40374.09656,43522.07978,40025.85643,12.268596,9.695066,9.714598,10.23819,4.629179955
277,,,Nashua ,,,,,,,,,,,1024,42.75541982,-71.47753248,9.376731157,9.908699036,59869.81174,305530.4619,264693.1707,282152.6423,256072.6472,12.81914,10.9488,9.133392,9.59195,5.46848011
45,TN,Nashville,Nashville,4752006,601222,5.4,10.4,5.6,7.1,13.8,13.1,36.17122299,-86.78459448,530,36.12835685,-86.75899469,15.27210641,15.61721778,273128.9597,2208230.309,2005178.502,1934184.519,1707512.693,19.15442,13.77094,11.20538,10.738,26.82329941
278,,,New Bedford ,,,,,,,,,,,1020,41.63734754,-70.91985432,10.78704715,11.36839271,116239.3496,970662.8904,826623.1933,724030.3628,614636.777,12.88016,10.773232,8.421938,8.737585,7.766990185
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,LA,New Orleans,New Orleans,2255000,343829,5.2,9.4,6.2,6.8,13.3,12.7,30.06870099,-89.93163179,400,29.96009972,-90.10226475,20.68001986,21.23933458,680993.5612,13545187.91,9712104.045,8580962.956,6276583.718,14.03922,10.062586,8.08972,8.0354,11.24289989
0,NY,New York,New York,3651000,8175133,5.3,10.5,5.6,5.9,12.3,12.2,40.69496069,-73.93138504,945,40.77321423,-73.88090455,12.63459301,13.03097224,15950674.29,191163993.2,164254990,162885973.3,141148793.4,16.08942,12.9189,10.247822,10.5604,7.389339924
1,NJ,Newark,New York,3451000,277140,4.2,10.8,6.4,7.6,15.8,16.7,40.72606934,-74.17529971,945,40.77321423,-73.88090455,12.63459301,13.03097224,15950674.29,191163993.2,164254990,162885973.3,141148793.4,16.08942,12.9189,10.247822,10.5604,7.389339924
2,NJ,Jersey City,New York,3436000,247597,4.3,8.3,4.7,5.3,11.7,11.7,40.71881309,-74.06877406,945,40.77321423,-73.88090455,12.63459301,13.03097224,15950674.29,191163993.2,164254990,162885973.3,141148793.4,16.08942,12.9189,10.247822,10.5604,7.389339924
280,,,Newport News ,,,,,,,,,,,850,37.06300771,-76.43003236,15.11277103,15.20202112,312847.9807,2158249.908,1854291.587,1932545.251,1739801.988,18.21596,13.82706,10.41906,10.152915,7.669199944
281,,,Niagara Falls ,,,,,,,,,,,889,43.10027987,-79.05378983,9.445302486,9.705515146,125817.6707,329483.3692,293798.4676,341562.3083,546969.6479,14.53486,12.07886,9.3925,9.972395,10.84090042
282,,,Norman ,,,,,,,,,,,347,35.21845401,-97.4586917,16.29893112,17.08189726,86091.09048,492581.3783,438530.1658,693877.3007,1208387.177,14.13544,11.23617,9.515076,9.986725,15.62839985
283,,,Norwalk ,,,,,,,,,,,970,41.10655866,-73.40449145,10.86513996,11.40249133,80617.93338,267284.8746,222190.129,228722.9662,210271.6763,16.16386,13.22558,10.381724,11.27195,7.642109871
284,,,Odessa ,,,,,,,,,,,233,31.86669163,-102.3673051,17.9128747,19.17475653,89148.42052,396165.3302,335802.7694,309374.6853,282245.2078,9.948342,7.30894,6.39202,6.457075,15.46930027
285,,,Ogden-Layton ,,,,,,,,,,,206,41.08220156,-111.9861533,6.994781852,7.90025115,341641.6931,1131116.691,985468.3466,1269759.787,1147662.1,9.466604,10.300534,8.887832,8.64122,10.91250038
53,OK,Oklahoma City,Oklahoma City,4055000,579999,5.7,10.2,6.6,7.2,14.5,14,35.46756429,-97.51376155,,,,,,,,,,,,,,,
286,,,Oklahoma City ,,,,,,,,,,,349,35.46309323,-97.52442303,16.23154378,17.07453918,616999.469,5303261.104,4365068.168,4339812.395,3991250.397,12.92282,10.365186,8.787696,9.286485,14.36050034
287,,,Olympia ,,,,,,,,,,,133,47.02815322,-122.8640327,10.8042028,11.60760069,97711.90056,281701.3261,249155.6877,306168.5592,281806.2483,7.318634,6.401306,6.301308,6.627995,6.653880119
64,NE,Omaha,Omaha,3137000,408958,5.8,8.6,5.7,6,11.1,10.8,41.26423091,-96.04150764,,,,,,,,,,,,,,,
288,,,Omaha ,,,,,,,,,,,417,41.2406688,-96.0581449,10.44024467,10.77462792,565017.682,4293888.839,3744450.808,3868226.031,3324125.378,13.3943,11.12908,9.764936,11.4918,18.27729988
89,FL,Orlando,Orlando,1253000,238300,4.8,8.2,5.3,6.3,13.4,12.8,28.48006468,-81.34524112,,,,,,,,,,,,,,,
289,,,Orlando ,,,,,,,,,,,568,28.53910259,-81.37360347,22.5880785,23.00020027,1290483.024,8711035.193,7736316.068,9202664.842,8118465.919,16.67408,11.349942,9.01435,8.705165,16.41869926
290,,,Oshkosh ,,,,,,,,,,,688,44.01807092,-88.55789103,7.244609714,7.641727328,68352.66391,305944.5811,266150.2788,276762.7768,256432.0291,15.07422,11.174954,9.75166,10.23281,7.346489906
291,,,Owensboro ,,,,,,,,,,,566,37.75291412,-87.11019632,14.30863953,14.707587,57371.4064,138967.9514,123587.7764,124840.0245,117629.1612,19.59886,14.30268,11.9418,12.0737,18.51510048
292,,,Oxnard ,,,,,,,,,,,8,34.2174855,-119.2091316,16.23272729,17.05357695,297806.3934,1020411.851,791923.3653,848978.1884,729771.3201,19.68142,16.9598,15.25618,17.0109,0
293,,,Palm Bay-Melbourne ,,,,,,,,,,,594,28.12594571,-80.63085595,23.05568218,23.51010466,296689.9364,1525325.537,1127900.583,1234533.609,1106401.624,11.770226,8.207492,6.50706,6.432855,15.65289974
294,,,Palm Coast ,,,,,,,,,,,605,29.58187537,-81.18128165,21.7599802,22.05519867,79468.3693,73215.64745,76795.59756,113632.8329,109945.4962,17.40584,11.448748,8.993396,8.47314,25.46710014
295,,,Panama ,,,,,,,,,,,469,30.18071455,-85.81235425,20.38618946,20.4733901,56787.23059,97358.40396,88296.80261,107588.4563,112379.88,17.24206,12.73558,10.141022,10.199445,0
296,,,Parsippany-Tro ,,,,,,,,,,,953,40.8933993,-74.53582838,10.67375731,11.04726624,55077.23728,158283.3076,140001.5052,160357.4547,144203.1579,14.91668,11.87056,9.209104,9.861295,8.104789734
297,,,Pensacola ,,,,,,,,,,,436,30.43935193,-87.229301,20.23448277,20.61421919,196818.9244,1650903.901,1762611.281,1827057.885,1398791.602,15.82438,11.71346,9.124224,9.295855,10.42599964
298,,,Peoria ,,,,,,,,,,,550,40.71483657,-89.60797997,10.92612934,11.0293982,117438.3463,553578.6312,491207.3929,490661.5777,488116.2925,18.19648,12.7643,11.336968,11.8434,10.41689968
299,,,Perris ,,,,,,,,,,,41,33.81242342,-117.212892,17.23491192,18.12471008,63293.69495,43146.39467,39600.61934,56686.16223,52143.88038,11.356138,9.80756,8.237246,9.068875,6.580649853
300,,,Petaluma ,,,,,,,,,,,15,38.24622195,-122.6323799,14.27060604,15.28851104,55779.49152,119757.8181,104337.9738,124761.8592,113801.8435,10.008758,8.53746,8.72416,8.73019,2.440020084
12,PA,Philadelphia,Philadelphia,4260000,1526006,5.4,11.6,6.3,7,15.3,14.6,40.00931478,-75.13338886,,,,,,,,,,,,,,,
301,,,Philadelphia ,,,,,,,,,,,898,39.90704662,-75.23605793,13.07065392,13.26634693,3132223.299,44012215.22,40162477.49,38149363.28,30995621.77,18.2515,14.50728,11.3829,10.9822,6.301380157
13,AZ,Phoenix,Phoenix,455000,1445632,5.2,10.3,5.5,6.1,13.9,13.6,33.57241387,-112.0889952,79,33.47756006,-112.0005369,21.43992901,22.37896347,3611577.485,24505816.58,21429666.54,27011328.04,24849721.91,14.4523,12.51454,11.38296,12.28,8.300450325
14,AZ,Mesa,Phoenix,446000,439041,6.7,10.1,6.4,6.6,12.9,13,33.40228374,-111.7187212,79,33.47756006,-112.0005369,21.43992901,22.37896347,3611577.485,24505816.58,21429666.54,27011328.04,24849721.91,14.4523,12.51454,11.38296,12.28,8.300450325
15,AZ,Chandler,Phoenix,412000,236123,5.3,9.4,4.2,4.6,11.2,10,33.28318981,-111.85221,79,33.47756006,-112.0005369,21.43992901,22.37896347,3611577.485,24505816.58,21429666.54,27011328.04,24849721.91,14.4523,12.51454,11.38296,12.28,8.300450325
16,AZ,Glendale,Phoenix,427820,226721,5.5,10.4,5.8,6.5,14,13.8,33.57961231,-112.2253064,79,33.47756006,-112.0005369,21.43992901,22.37896347,3611577.485,24505816.58,21429666.54,27011328.04,24849721.91,14.4523,12.51454,11.38296,12.28,8.300450325
17,AZ,Scottsdale,Phoenix,465000,217385,8.2,9,6.1,5.2,9.5,10,33.68724937,-111.8650859,79,33.47756006,-112.0005369,21.43992901,22.37896347,3611577.485,24505816.58,21429666.54,27011328.04,24849721.91,14.4523,12.51454,11.38296,12.28,8.300450325
78,PA,Pittsburgh,Pittsburgh,4261000,305704,5.8,10.7,5.9,6.5,13.5,12,40.43962975,-79.9762615,,,,,,,,,,,,,,,
302,,,Pittsburgh ,,,,,,,,,,,819,40.41596736,-79.97203034,11.16158843,11.11226916,709250.094,9736551.044,8211127.07,6869877.207,5732349.779,17.80098,14.4914,11.36102,11.7346,10.23480034
303,,,Port Arthur ,,,,,,,,,,,344,29.93288725,-93.95506844,20.58900738,21.21115732,96158.16905,3743917.247,3731635.967,3881132.133,2700049.391,16.79894,12.23258,9.327358,10.218515,24.71150017
304,,,Port St. Lucie ,,,,,,,,,,,596,27.2046362,-80.24041523,23.91843414,24.32071161,100039.5412,232161.4244,210896.1419,268791.661,252038.6344,12.79084,9.522856,7.250944,7.215895,12.84130001
305,,,Port St. Lucie ,,,,,,,,,,,591,27.2789459,-80.3656072,23.91843414,24.32071161,114380.1249,178739.4438,169060.3805,242009.0453,225591.1522,14.66086,10.966714,8.424642,8.229405,11.86559963
306,,,Porterville ,,,,,,,,,,,51,36.07003664,-119.0345988,17.68333769,18.45828629,57080.85864,70297.81729,59974.11881,73681.52234,67461.67548,19.72246,16.34246,15.2652,18.18185,5.972239971
49,OR,Portland,Portland,4159000,583776,5.8,9.5,4.9,5.1,12.1,10.1,45.53718065,-122.6500328,,,,,,,,,,,,,,,
307,,,Portland ,,,,,,,,,,,101,45.53094903,-122.6657332,10.99738264,11.73069286,1655686.139,12274354.2,10810192.86,12758363.19,11388977.34,7.84354,6.842972,6.734528,6.860845,5.615839958
308,,,Providence ,,,,,,,,,,,1009,41.78361702,-71.40117983,10.71586561,11.26427174,591000.8176,6031933.956,5209475.928,5232513.616,6657670.168,13.11388,11.02714,8.74161,9.332485,5.517809868
309,,,Provo-Orem ,,,,,,,,,,,192,40.31560935,-111.7210065,8.925752163,9.965675116,308567.99,945204.1837,809333.1058,914451.0866,800108.0127,10.478414,11.55516,10.042966,9.687195,9.912870407
310,,,Pueblo ,,,,,,,,,,,257,38.26208545,-104.6197,11.09018517,11.93449473,100512.2814,413536.2088,353703.4901,339167.0214,583007.6067,11.34296,10.007252,8.896262,8.939595,13.20129967
311,,,Racine ,,,,,,,,,,,677,42.7279975,-87.82199761,8.813619614,8.904228568,119893.9086,532135.7957,487233.3425,500164.9515,447364.5364,17.47508,12.77414,11.60968,11.78095,6.33618021
312,,,Radnor ,,,,,,,,,,,911,40.10071787,-75.34537593,11.92919779,12.00590181,91964.11656,594862.9215,522832.1222,515187.6598,438766.1686,18.45754,14.81338,11.5973,11.3998,7.76060009
65,NC,Raleigh,Raleigh,3755000,403892,4.8,8.5,4.2,4.6,12.2,9.2,35.83220809,-78.64402438,,,,,,,,,,,,,,,
313,,,Raleigh ,,,,,,,,,,,775,35.8341106,-78.64480454,15.82902646,16.0485177,278581.7325,1237923.93,1105134.462,1240866.624,1122573.887,17.97354,13.2217,10.308074,9.139125,7.074779987
314,,,Reading ,,,,,,,,,,,900,40.34425546,-75.94018555,11.17768979,11.23286533,188491.8857,1516329.004,1376932.383,1362328.394,1144736.053,17.92816,14.38492,11.36376,11.40255,7.014669895
95,NV,Reno,Reno,3260600,225221,5.8,8.9,6,6.3,14.8,13.6,39.5540172,-119.8527335,,,,,,,,,,,,,,,
315,,,Reno ,,,,,,,,,,,67,39.51338106,-119.791722,8.98013854,10.060992,235606.7919,983377.6924,882136.1942,1107778.765,1007454.623,9.065072,8.936134,8.681892,9.036385,7.75440979
316,,,Richmond ,,,,,,,,,,,828,37.56452379,-77.4744881,14.45963526,14.68632388,244212.0311,1953967.725,1675965.46,1545717.423,1316111.341,16.79554,13.13,9.678572,10.192395,7.989620209
317,,,Roanoke ,,,,,,,,,,,762,37.28759881,-79.96762863,14.13187265,14.39595938,88556.89931,525270.0594,455418.064,426317.0921,387541.9465,15.63744,13.02604,10.193684,9.112195,7.109469891
97,NY,Rochester,Rochester,3663000,210565,5.2,12.6,6.2,8.1,16.4,15.5,43.16798029,-77.61623489,,,,,,,,,,,,,,,
318,,,Rochester ,,,,,,,,,,,564,44.03841773,-92.48765596,7.495914459,7.825223923,75427.49224,228034.5896,200162.9781,212845.2669,194537.586,15.15312,12.1826,10.02342,10.87145,6.625450134
319,,,Rockford ,,,,,,,,,,,628,42.28550884,-89.04326181,8.895091534,9.020105362,201697.8816,1593446.2,1364353.62,1269331.307,1104279.929,16.94244,12.4269,11.17688,12.06985,6.079510212
320,,,Rogers ,,,,,,,,,,,402,36.3371122,-94.15663525,14.87956548,15.47655344,56460.08328,98378.82982,94589.62898,143145.5291,132632.3663,15.38802,11.81008,9.746622,10.40985,23.39900017
321,,,Roswell ,,,,,,,,,,,577,34.05288817,-84.25600761,15.88570619,16.03670192,179837.6951,419233.0328,400842.3734,863743.3387,779477.0581,19.61118,13.12512,10.623878,10.22895,18.74349976
322,,,Round Lake Beach-McHenry-Grayslake ,,,,,,,,,,,662,42.37504739,-87.95014909,9.699790001,9.761179447,332402.8625,3734630.322,4947749.674,6209643.465,1595458.964,17.37686,12.7726,11.62582,11.6929,6.33618021
57,CA,Sacramento,Sacramento,664000,466488,5.2,9.9,5.4,5.9,13.2,12.7,38.56663216,-121.4682998,,,,,,,,,,,,,,,
323,,,Sacramento ,,,,,,,,,,,49,38.60280713,-121.3875759,15.8921752,17.10165453,1528104.298,10809208.45,9355332.03,10255598.06,9163732.279,14.34608,11.28912,10.927966,12.9805,6.958010197
324,,,Saginaw ,,,,,,,,,,,781,43.43491681,-83.96580153,8.804896832,8.921533942,88296.17413,818868.4694,701169.5858,586921.9708,537420.2491,15.45632,12.33596,10.296146,10.759085,8.21432972
325,,,Salem ,,,,,,,,,,,90,44.93936208,-123.0197286,11.10974503,11.88267827,200973.4399,736256.9759,625698.1846,732382.8919,685647.0935,7.026706,6.311874,6.332688,6.14041,5.622310162
326,,,Salinas ,,,,,,,,,,,7,36.68899056,-121.6408306,14.01368928,15.27411008,149784.336,373092.7106,325072.6909,455840.9689,386767.9333,13.24922,11.20696,11.050886,12.3763,11.39150047
327,,,Salt Lake City ,,,,,,,,,,,193,40.64504711,-111.9172804,7.054017305,8.083596945,972714.6253,8135847.404,7089486.702,7836212.373,6565933.131,10.079438,11.00016,9.559812,9.37796,10.93640041
328,,,San Angelo ,,,,,,,,,,,248,31.4474624,-100.4627559,18.29314852,19.3320241,57491.16589,329903.6263,283075.1901,264723.5432,240725.2281,14.21084,9.519754,9.209904,9.451235,16.01490021
18,TX,San Antonio,San Antonio,4865000,1327407,4.9,8.4,5.9,5.4,12.5,14.1,29.47214753,-98.52467635,,,,,,,,,,,,,,,
19,TX,Laredo,San Antonio,4841464,236091,3.9,8.6,6.3,5.7,14.2,16,27.54825725,-99.48677973,,,,,,,,,,,,,,,
329,,,San Antonio ,,,,,,,,,,,250,29.49173859,-98.5206364,21.39313078,22.21615744,1483926.84,11637407.57,10420016.65,11244108.07,9729035.184,14.86002,9.888844,7.945454,8.466455,10.72340012
20,CA,San Diego,San Diego,666000,1307402,5,8,4.4,4.3,11.6,9.8,32.83556394,-117.1197921,,,,,,,,,,,,,,,
21,CA,Chula Vista,San Diego,613392,243916,4.8,7.9,4.7,4.5,11.8,11.1,32.62829643,-117.0100424,,,,,,,,,,,,,,,
330,,,San Diego ,,,,,,,,,,,21,32.82158244,-117.1106947,17.49774694,18.3498106,4437234.748,24338564.34,20151235.7,20469459.61,19049698.49,18.30812,14.95202,13.4959,14.41595,2.917210102
29,CA,San Jose,San Francisco,668000,945942,4.9,7.8,4.3,4,10.2,9.9,37.30039632,-121.8472284,10,37.32711544,-121.9332989,14.36730981,15.53486609,4604961.31,43064128.06,38370576.09,37860900.25,30408585.7,13.9966,11.37164,11.25792,11.9947,3.800590038
30,CA,San Francisco,San Francisco,667000,805235,5.2,7.8,4.5,4,9.9,8.9,37.75591366,-122.4409879,10,37.32711544,-121.9332989,14.36730981,15.53486609,4604961.31,43064128.06,38370576.09,37860900.25,30408585.7,13.9966,11.37164,11.25792,11.9947,3.800590038
31,CA,Oakland,San Francisco,653000,390724,5.1,9.8,5,5.2,12.4,12,37.79087804,-122.2148593,10,37.32711544,-121.9332989,14.36730981,15.53486609,4604961.31,43064128.06,38370576.09,37860900.25,30408585.7,13.9966,11.37164,11.25792,11.9947,3.800590038
32,CA,Fremont,San Francisco,626000,214089,4.9,7.2,3.7,3.3,8.5,7.8,37.52786854,-121.9841215,10,37.32711544,-121.9332989,14.36730981,15.53486609,4604961.31,43064128.06,38370576.09,37860900.25,30408585.7,13.9966,11.37164,11.25792,11.9947,3.800590038
331,,,San Rafael ,,,,,,,,,,,13,37.96859272,-122.5273755,13.74388289,14.88496685,105705.565,565603.0321,482750.411,498641.0342,448337.2767,11.12748,8.84332,9.10172,9.3035,2.440020084
332,,,San Tan Valley ,,,,,,,,,,,85,33.16392534,-111.5647004,21.66773701,22.64577246,58384.79269,7315.433395,8216.483275,9963.241388,10376.10293,11.22382,9.645004,8.649804,9.00147,7.864920139
333,,,Sanford ,,,,,,,,,,,580,28.7930307,-81.30157244,22.5880785,23.00020027,71477.23981,629029.5219,573130.8451,988366.4733,1117451.538,17.55468,11.9562,9.412076,8.981435,22.78890038
