ID,Lat_Metro,Lon_Metro,Metro,Avg Temp 1990,Avg Temp 2014,Pop_Metro_2015,CO2 1975,CO2 1990,CO2 2000,CO2 2012,PM2.5 2000,PM2.5 2005,PM 2.5 2010,PM2.5 2014,Heat Wave Index
606,29.20649429,-81.03350376,Daytona Beach-Port Orange ,22.22665215,22.63102102,172929.9927,833001.0398,717446.6226,714142.0651,636858.2721,15.79268,10.63382,8.338946,7.84718,46.22370148
583,28.90290397,-81.26551487,Deltona ,22.5880785,23.00020027,66132.41221,1144757.753,955840.538,1665173.321,1897922.706,16.61824,11.497904,8.906752,8.36412,22.78890038
333,33.18885504,-97.10710943,Denton ,18.12851429,18.8282814,145076.4743,190991.7564,171261.7024,209554.9123,197782.5856,16.66744,12.39138,10.233048,11.37335,11.64579964
272,39.72837393,-104.9803877,Denver,9.310184956,9.789418697,2229499.864,19655770.26,18002360.87,20523139.84,17372973.02,10.3554,9.475478,8.72413,8.753875,13.40799999
474,41.60050713,-93.68455903,Des Moines ,10.14791846,10.30936503,338848.0597,1503454.011,1337878.223,1412211.51,1272739.5,14.22176,11.67708,9.90174,10.21617,11.59799957
770,42.43812719,-83.15206612,Detroit ,9.990496159,10.01090527,3288131.603,59077336.49,47463848.27,45154481.84,36342871.16,18.2572,14.09286,11.81886,12.3398,8.886159897
578,42.50416997,-90.69490585,Dubuque ,8.630706072,8.857549787,53853.44525,135006.2528,235473.0089,273680.7091,169419.1072,16.02556,12.29888,10.67162,11.512,5.87375021
668,46.75089839,-92.10353597,Duluth ,5.011855483,5.476631224,61223.45871,646683.3276,756845.1385,791118.0982,724357.2611,10.303512,9.1553,7.823218,8.288245,4.520040035
772,35.99882543,-78.90339529,Durham ,15.82902646,16.0485177,60840.37531,133445.8045,117909.17,139065.7182,128493.9645,17.48002,13.24502,10.435724,9.24631,6.735589981
553,44.76618067,-93.22505677,Eagan ,7.756552696,8.145532727,242773.3956,1698186.179,1953635.019,2550943.394,2167106.385,13.98442,11.559788,9.564102,10.36085,6.776239872
508,26.12867511,-81.77611749,East Naples ,24.45595264,24.83378315,62098.4883,165324.715,151903.8893,234158.253,215576.9466,11.92887,9.238622,7.062206,7.03563,0
356,35.64389225,-97.48387842,Edmond ,16.26104212,16.98899078,80983.21809,194164.0352,178752.4813,241432.2938,221708.7253,13.20578,10.650158,9.002704,9.603325,14.36050034
648,42.0285433,-88.29317955,Elgin ,9.154064298,9.189346671,133327.3041,408257.5236,366506.8059,455048.7733,410624.3842,17.80848,12.71302,11.7172,12.35,5.736989975
700,41.68528643,-85.96341123,Elkhart ,10.52687979,10.40522742,73711.86137,295262.3808,258371.9915,285247.2534,256896.0725,17.87396,14.596,11.84006,12.38725,5.644800186
846,42.10918134,-80.08950989,Erie ,9.443849087,9.63749671,144602.835,711950.9697,601077.7866,527198.3584,474147.6692,17.8089,14.52514,11.31428,11.4625,12.28219986
82,44.06551711,-123.082982,Eugene ,11.67971635,12.42174125,219332.8249,1110088.677,959219.1049,1061164.695,941553.6975,7.002662,6.505492,6.51381,6.401605,4.539030075
545,37.981265,-87.52636176,Evansville ,14.02167511,14.4369247,114771.338,535968.4508,516523.5702,512440.7195,452912.2539,19.95014,14.47062,11.98438,12.4383,23.05990028
27,38.2640129,-122.0302527,Fairfield ,14.24008513,15.37228203,93335.49432,310324.8984,266097.3697,299289.7973,267972.0784,12.93462,10.22965,10.05375,11.28725,4.986030102
871,39.06294736,-76.96148801,Fairland ,13.35398746,13.17422318,59037.44739,493481.9491,423622.9309,414883.1705,351709.1006,17.94778,14.32786,10.882594,10.6331,5.990019798
1016,41.71520662,-71.15543632,Fall River ,10.71586561,11.26427174,109745.1012,366154.0357,319057.8515,307810.0073,283595.3506,12.77328,10.716316,8.36784,8.88717,7.766990185
510,46.85830198,-96.82250124,Fargo ,5.74354136,5.979493022,174773.7529,682751.1734,615484.5508,761017.4403,704337.9048,10.396936,9.075776,7.552258,8.328065,6.677380085
752,35.04444052,-78.94307093,Fayetteville ,16.33233118,16.65567017,115034.6952,946551.0091,802639.1107,750329.6484,680206.6512,19.1966,13.88302,10.85596,9.5021,7.707759857
401,36.18295125,-94.14653663,Fayetteville-Springdale ,14.87956548,15.47655344,61738.2986,110007.696,103393.2115,155310.4969,143919.9083,14.90462,11.36762,9.484006,10.14145,23.60680008
685,39.22374957,-84.56453552,Finneytown ,12.26328754,12.4599762,88993.04378,1046156.418,879251.8674,769174.1749,634197.4524,16.36656,12.54954,10.319126,10.756675,10.49839973
777,43.01117058,-83.70208926,Flint ,8.804896832,8.921533942,144648.6952,1231360.595,1051322.218,877165.1593,802162.1556,15.9356,12.45134,10.38655,10.66961,7.354100227
679,39.00373335,-84.62521719,Florence ,12.26328754,12.4599762,102684.9922,553343.0846,546284.9622,603175.5474,546119.3017,17.22872,13.04776,10.65176,11.162935,10.49839973
149,31.89387436,-106.422866,Fort Bliss ,17.73147869,18.94713831,92350.12523,360981.8247,243796.5349,210338.688,150820.1607,9.740706,9.036714,7.921538,8.843705,11.90060043
295,40.55305944,-105.0727113,Fort Collins ,6.846433759,7.421238303,130166.5482,470013.2549,410696.0095,536276.7164,483885.0599,10.528586,9.57934,8.861516,8.912375,10.92959976
395,35.35886988,-94.3958584,Fort Smith ,16.05169058,16.76185107,75871.47508,147615.3855,131413.7757,142029.0913,133667.4761,16.60504,12.78398,10.613332,11.34175,21.7621994
709,41.09405071,-85.10826022,Fort Wayne ,10.55536675,10.43110633,202795.9841,1473624.313,1258166.455,1195641.324,1050401.178,18.26434,15.29854,12.46194,12.78835,7.020820141
1018,42.29704043,-71.4046644,Framingham ,10.30256605,10.7555151,74990.86945,203804.8523,178179.3928,186825.598,168474.1883,13.53468,11.19928,9.110512,9.66344,4.473420143
867,39.41636181,-77.42258287,Frederick ,13.20831347,13.13925672,87718.91858,187478.1535,172577.4282,210493.4896,194789.6502,18.30554,15.08308,11.77236,11.304,7.350299835
46,36.78757662,-119.7705095,Fresno ,17.81812143,18.90532923,652855.9733,4418893.677,3809006.317,4070041.367,3432841.139,21.9559,16.47764,15.1556,19.44245,10.47669983
229,39.08509017,-108.5256881,Grand Junction ,9.310012102,9.917217731,82907.07022,142741.7791,121965.4638,132685.3498,119658.5405,9.315598,9.344196,8.73284,8.751135,12.96510029
725,42.92003525,-85.67070265,Grand Rapids ,9.293088436,9.560198069,387107.4497,3196886.96,2744314.659,2735428.861,2393460.165,15.15898,12.3426,10.207316,10.743625,6.491499901
299,40.40697815,-104.7192042,Greeley ,10.315516,10.79988694,112729.3136,96895.00611,83347.01865,105416.1944,99505.34425,9.49667,8.51486,7.756804,7.944165,7.831280231
711,44.49016486,-88.03429356,Green Bay ,7.357230783,7.758138061,166433.1691,1007906.628,1080868.525,1382973.056,1114246.722,13.7505,10.579172,9.198472,9.698315,7.445750237
742,36.06996335,-79.84098304,Greensboro ,15.12003613,15.31133246,167975.0284,1003576.235,895492.1936,996985.4314,911469.0919,17.64756,12.88912,10.001884,8.689865,8.541000366
802,35.58875777,-77.36675601,Greenville ,15.84208512,16.27441216,60423.32658,74282.6742,64411.66084,82927.77381,76944.56143,18.50892,13.0747,9.89935,8.751475,7.471600056
410,30.40471076,-88.94758812,Gulfport ,20.25887823,20.72816992,67069.43573,542252.9912,841333.9019,1064013.984,663295.4681,16.42948,11.95044,9.573766,9.345305,8.932419777
862,39.64151777,-77.7314439,Hagerstown ,11.8391459,11.87797856,59345.54544,277040.7136,248774.3744,260146.0133,243052.335,17.18766,14.04372,10.96448,10.93835,7.350299835
38,36.33719196,-119.6524538,Hanford ,16.93942976,17.79794502,52276.76193,68286.30822,59739.04624,76154.4318,72577.00248,20.27864,14.94856,13.58346,17.99015,8.047430038
886,40.26000553,-76.89204879,Harrisburg ,11.32028604,11.34611154,236655.5345,2009106.391,1757181.791,1729739.764,1540212.534,17.76008,13.8546,11.16494,11.5652,6.721119881
997,41.72777813,-72.70929727,Hartford ,10.46565771,10.90765047,313698.5459,3104837.01,2649719.747,2324162.206,1992250.482,13.82386,11.4413,9.366868,10.038755,6.600860119
50,33.75498127,-116.9619559,Hemet ,13.61543274,14.57306814,155147.2377,456701.0988,386895.557,432053.9274,412119.647,13.8581,12.76708,11.1972,11.5835,6.580649853
717,42.7989619,-86.07825345,Holland ,9.433762789,9.608532429,60812.62209,120221.5272,137428.9947,170972.6113,165131.1238,15.91278,12.73776,10.622636,10.81972,14.85509968
548,25.48738057,-80.44214857,Homestead ,25.21404123,25.58113003,129554.6062,246752.1786,212390.7946,241488.2358,218367.1771,11.745656,8.91526,6.922258,7.05564,28.67110062
1,21.34067769,-157.8934967,Honolulu ,23.4560318,23.5266223,512853.6667,5247006.262,3487001.783,2901707.103,2018231.877,7.237346,6.15893,5.563796,5.765125,0
396,29.59322886,-90.72141179,Houma ,20.28885508,20.84375858,54570.6965,78669.83085,61418.65807,66003.30599,61755.45307,17.02962,12.60806,10.119644,10.1452,11.05720043
315,29.78137075,-95.40836967,Houston ,20.69648314,21.19856071,4873719.74,45957923.42,52311698.57,55374870.29,40878929.78,17.06226,11.71976,8.876372,9.49125,51.10409927
502,34.72606498,-86.60999497,Huntsville ,15.95290709,16.32188892,86467.06209,369450.7624,319425.3418,291303.7716,266430.3409,19.48592,14.15508,11.39438,10.86525,26.78790092
242,43.48928461,-112.0099064,Idaho Falls ,7.278715014,8.355514765,71539.69684,76234.7803,70712.71002,82572.1246,77885.59098,7.663082,8.45,7.351972,6.941915,11.7531004
651,39.80875482,-86.14531263,Indianapolis ,11.99781275,12.03193426,1086019.564,10638520.49,10325852.52,11060378.1,9747960.217,18.70204,14.45,12.17674,12.7333,5.990009785
56,33.75402359,-116.3708061,Indio-Cathedral City-Palm Springs ,19.45300102,20.42760038,350694.5893,526839.9373,478277.8972,645711.0211,612989.7926,12.062556,12.25924,11.04146,13.02065,7.199679852
517,41.66206945,-91.54405182,Iowa ,10.25229144,10.46697307,71884.52148,217140.8191,188525.8294,198674.5377,181475.4824,16.79222,13.06876,11.2689,12.64715,6.414490223
595,30.30682272,-81.64771776,Jacksonville,20.93350887,21.30102015,399012.6391,3054454.717,2636567.155,2554092.518,2287545.494,17.177,11.95464,9.509432,8.93149,13.30799961
643,42.68997388,-89.00714695,Janesville ,8.144731522,8.306447506,56600.6729,101258.9659,90704.72068,97153.81167,90662.51186,16.09538,11.80862,10.414296,11.289,6.079510212
635,41.55602002,-88.15358341,Joliet ,9.755240202,9.971983194,260688.233,1184706.833,1213056.852,1516467.58,1434475.611,18.56408,13.77206,12.16452,12.88305,4.433060169
718,42.26263427,-85.58706421,Kalamazoo ,10.30520773,10.34123826,111051.807,580882.3562,497267.2656,470397.7948,428910.8292,16.24352,13.08252,10.7144,11.1988,7.193240166
636,41.14202536,-87.86677615,Kankakee ,10.48020673,10.59898186,59890.94367,233767.335,202117.8201,206146.8601,189945.2287,19.58978,13.58694,11.85902,12.8463,5.077340126
411,39.04474577,-94.60456837,Kansas City ,13.13243341,13.43281627,1129297.081,10969156.01,10662255.98,11091909.98,9759863.326,13.9525,10.539414,9.119964,10.04349,28.08580017
567,34.03615062,-84.59922227,Kennesaw ,15.99327612,16.27233601,79073.00134,261476.3752,240919.3183,365749.696,333857.172,20.85106,13.67022,10.95342,10.4741,18.74349976
182,46.21405863,-119.1575679,Kennewick ,11.9439435,12.62342,126972.0431,380099.5003,579043.9854,701771.4599,477150.7258,9.324264,8.722686,7.509256,9.224695,5.451089859
674,42.58178106,-87.85919926,Kenosha ,8.813619614,8.904228568,111795.6334,2870782.448,4545964.153,5711750.846,4643337.432,17.53786,12.91264,11.87116,12.0658,6.33618021
289,31.1005196,-97.72207064,Killeen ,19.31226158,20.13298273,167100.6445,273791.1919,236127.3579,250738.1318,231790.9804,13.73338,8.787298,6.923076,7.560895,15.66460037
331,29.99430994,-95.17595029,Kingwood ,20.69648314,21.19856071,55817.28583,46567.66583,45073.06524,61611.67831,55941.30699,17.37962,11.90966,9.048266,9.84485,36.46030045
332,30.06514517,-95.21000442,Kingwood ,20.24745798,20.7137661,59555.03728,112516.8558,109569.3629,134328.5711,122151.9082,17.85612,12.23954,9.341534,10.172165,36.46030045
640,35.98656096,-83.93195631,Knoxville ,14.14712119,14.48029709,87802.3215,464496.79,404216.4986,379529.6597,352169.5594,18.02746,13.73392,11.24044,10.23115,22.78219986
607,43.79975904,-91.22761474,La Crosse ,8.170920849,8.498544216,61159.38571,147964.7121,128607.9486,124158.1954,114843.975,15.50918,12.77006,10.62266,11.0748,5.779220104
386,30.19901336,-92.02818627,Lafayette ,20.10784912,20.76537371,97041.3425,360528.1123,305368.7448,326617.0511,296071.5075,18.03242,13.60934,10.58968,11.2056,21.68639946
650,40.41600971,-86.87692205,Lafayette ,11.60268617,11.39722514,116137.3437,268651.4502,209757.8917,215633.7096,190704.3393,20.60712,15.10316,13.07832,14.362,9.66285038
366,30.20066241,-93.21274836,Lake Charles ,20.0379405,20.69899321,65139.63467,1661197.471,1907336.9,2308757.04,1071699.544,17.7959,12.86264,9.864182,11.2018,14.96590042
72,34.48909807,-114.3106836,Lake Havasu ,20.8662858,22.10453367,50238.33076,24791.29542,23704.78227,31600.59904,30696.77731,12.327456,12.50358,11.18238,13.5102,7.180140018
534,28.02654586,-81.94631139,Lakeland ,22.87148762,23.27126312,96592.23384,549002.1824,448846.2894,441453.9526,376732.6638,18.65882,12.7706,9.803514,10.13577,8.537870407
590,30.16993569,-81.74221708,Lakeside ,20.93350887,21.30102015,59068.53412,237774.8912,201991.5419,231443.9479,208225.2896,17.5684,12.09298,9.681858,9.138285,13.83339977
947,40.08927071,-74.22391282,Lakewood ,12.46304631,12.76931119,66231.5336,101557.6764,89420.20478,113150.1348,102022.07,16.05212,12.82538,9.791822,9.71129,6.091619968
895,40.05279955,-76.30428985,Lancaster ,11.45287275,11.4001987,116932.4683,575292.9968,499414.8276,517667.6415,463632.0515,18.3159,14.47896,11.43224,11.9067,6.847579956
32,34.58484845,-118.1317197,Lancaster-Palmdale ,14.3274951,15.09001136,277181.2072,451949.4286,491137.8974,583954.4821,518217.5602,11.730032,10.715454,9.221472,10.9893,6.145999908
749,42.71770037,-84.54630774,Lansing ,8.978127599,9.144301772,184746.373,1519876.292,1513644.247,1476624.693,1115006.009,16.1193,12.72792,10.371536,10.902905,6.999959946
147,32.31146516,-106.7696567,Las Cruces ,15.27080441,16.49904346,64074.67851,107978.622,96197.47362,112813.6617,104523.6209,9.881756,9.039928,8.15978,8.856185,13.01970005
74,36.14443328,-115.1590734,Las Vegas ,17.36658621,18.81853867,2029109.785,8782883.734,8016613.482,12514573.87,10063187.87,7.81864,8.36398,7.028858,8.060525,9.283410072
408,38.95824994,-95.26496625,Lawrence ,13.97173858,14.23693752,76221.15569,279433.8586,241783.5875,270770.4402,244384.9055,13.67904,10.392178,9.201532,9.84015,27.42620087
1029,42.70927284,-71.16361152,Lawrence ,9.376731157,9.908699036,115992.3834,474473.4175,409220.4341,417792.074,368116.9036,12.6141,10.737588,8.88518,9.286785,4.048449993
328,34.61415558,-98.4360741,Lawton ,16.77467203,17.70864916,59595.52248,7287.968776,7015.122138,7977.411502,8020.1093,14.1133,11.27533,9.7131,10.089345,18.75589943
859,39.10104517,-77.53277101,Leesburg ,13.26183534,13.3135097,60163.44858,31586.16115,34026.89984,53016.6623,49642.34216,17.19486,13.8092,10.7182,10.56733,6.031939983
1015,42.54757015,-71.77157912,Leominster ,8.491696119,8.95720911,67225.67252,275078.1091,239951.2686,233192.8957,214668.523,12.99704,10.9634,8.778584,9.475565,5.059000015
665,38.02135026,-84.49377673,Lexington,13.09833097,13.32968616,274818.889,1134917.266,991452.1068,1077477.014,971318.0472,16.42368,12.15664,9.753852,9.367155,33.91889954
409,40.80322535,-96.67218054,Lincoln ,11.03453803,11.40356755,237604.9881,1158576.481,1001557.023,1097872.126,978177.5938,13.19232,10.423658,9.464926,10.4534,11.73649979
